Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Chemistry,Chemical Kinetics,"When the temperature of a chemical reaction is increased by 10 degrees, the rate constant generally:",Doubles,Halves,Remains same,Triples,A,easy
12,Chemistry,Chemical Kinetics,The addition of a positive catalyst to a reaction:,Increases the activation energy,Decreases the activation energy,Changes the enthalpy of reaction,Decreases the rate of reaction,B,easy
12,Chemistry,Chemical Kinetics,A catalyst alters which of the following thermodynamic parameters of a reaction?,Enthalpy,Entropy,Activation energy,Gibbs free energy,C,moderate
12,Chemistry,Chemical Kinetics,"In collision theory, the number of collisions per second per unit volume of the reaction mixture is known as:",Collision frequency,Threshold energy,Activation energy,Effective collision factor,A,easy
12,Chemistry,Chemical Kinetics,"For effective collisions to yield products, the colliding molecules must possess:",Only sufficient threshold energy,Only proper orientation,Both sufficient threshold energy and proper orientation,High velocity only,C,moderate
12,Chemistry,Chemical Kinetics,The plot of ln k vs 1/T is a straight line. Its slope is given by:,-Ea/R,Ea/R,-Ea/2.303R,Ea/2.303R,A,hard
12,Chemistry,Chemical Kinetics,The plot of log k vs 1/T is a straight line. Its slope is given by:,-Ea/R,Ea/R,-Ea/2.303R,Ea/2.303R,C,hard
12,Chemistry,Chemical Kinetics,Fill in the blank: The rate of a reaction generally ________ as the reaction proceeds.,Remains constant,Oscillates,Increases,Decreases,D,moderate
12,Chemistry,Chemical Kinetics,Fill in the blank: ________ reactions occur in a single step.,Reversible,Chain,Elementary,Complex,C,moderate
12,Chemistry,Chemical Kinetics,Fill in the blank: Reactions taking place in more than one step are called ________ reactions.,Complex,Elementary,Simple,Instantaneous,A,moderate
12,Chemistry,Chemical Kinetics,Fill in the blank: The slowest step in a complex reaction is called the ________ step.,Rate determining,Initiation,Termination,Equilibrium,A,moderate
12,Chemistry,Chemical Kinetics,Fill in the blank: Radioactive decay of unstable nuclei follows ________ order kinetics.,First,Third,Second,Zero,A,moderate
12,Chemistry,Chemical Kinetics,Fill in the blank: The activation energy of a reaction is equal to threshold energy minus ________ energy of reactant molecules.,Average kinetic,Gibbs free,Potential,Internal,A,moderate
12,Chemistry,Chemical Kinetics,"Fill in the blank: In the Arrhenius equation, the term e^(-Ea/RT) represents the fraction of molecules having energy ________ than or equal to the activation energy.",Equal,Greater,Proportional,Less,B,moderate
12,Chemistry,Chemical Kinetics,Consider the statement: 'The rate of a zero order reaction is independent of the initial concentration of reactants.'. Which of the following is correct?,Data insufficient.,The statement is completely correct.,The statement is only partially correct.,The statement is completely incorrect.,B,neet
12,Chemistry,Chemical Kinetics,Consider the statement: 'Molecularity of a reaction can be zero.'. Which of the following is correct?,The statement is completely incorrect.,The statement is only partially correct.,Data insufficient.,The statement is completely correct.,A,neet
12,Chemistry,Chemical Kinetics,Consider the statement: 'Order of a reaction can be a fractional value.'. Which of the following is correct?,Data insufficient.,The statement is only partially correct.,The statement is completely incorrect.,The statement is completely correct.,D,neet
12,Chemistry,Chemical Kinetics,Consider the statement: 'The half-life of a first order reaction depends on the initial concentration of the reactant.'. Which of the following is correct?,The statement is only partially correct.,Data insufficient.,The statement is completely incorrect.,The statement is completely correct.,C,neet
12,Chemistry,Chemical Kinetics,Consider the statement: 'A catalyst increases the rate of reaction by providing an alternative path with lower activation energy.'. Which of the following is correct?,The statement is completely correct.,The statement is completely incorrect.,Data insufficient.,The statement is only partially correct.,A,neet
12,Chemistry,Chemical Kinetics,Consider the statement: 'The activation energy of a reversible reaction is the same for both forward and backward directions.'. Which of the following is correct?,The statement is completely correct.,The statement is only partially correct.,The statement is completely incorrect.,Data insufficient.,C,neet
12,Chemistry,Chemical Kinetics,Consider the statement: 'Order and molecularity are always the same for an elementary reaction.'. Which of the following is correct?,The statement is completely incorrect.,Data insufficient.,The statement is completely correct.,The statement is only partially correct.,C,neet
12,Chemistry,Chemical Kinetics,Consider the statement: 'Hydrolysis of sucrose is an example of a pseudo first order reaction.'. Which of the following is correct?,The statement is completely correct.,The statement is completely incorrect.,The statement is only partially correct.,Data insufficient.,A,neet
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.001 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.648 mol L^-1 s^-1,0.003 mol L^-1 s^-1,0.002 mol L^-1 s^-1,0.001 mol L^-1 s^-1,C,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.001 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.001 mol L^-1 s^-1,0.000 mol L^-1 s^-1,0.003 mol L^-1 s^-1,0.002 mol L^-1 s^-1,C,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.002 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.002 mol L^-1 s^-1,0.004 mol L^-1 s^-1,0.001 mol L^-1 s^-1,0.006 mol L^-1 s^-1,B,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.002 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.001 mol L^-1 s^-1,0.002 mol L^-1 s^-1,0.006 mol L^-1 s^-1,0.004 mol L^-1 s^-1,C,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.005 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.015 mol L^-1 s^-1,0.003 mol L^-1 s^-1,0.005 mol L^-1 s^-1,0.010 mol L^-1 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.005 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.005 mol L^-1 s^-1,0.010 mol L^-1 s^-1,0.015 mol L^-1 s^-1,0.002 mol L^-1 s^-1,C,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.01 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.005 mol L^-1 s^-1,0.010 mol L^-1 s^-1,0.030 mol L^-1 s^-1,0.020 mol L^-1 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.01 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.003 mol L^-1 s^-1,0.020 mol L^-1 s^-1,0.010 mol L^-1 s^-1,0.030 mol L^-1 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.02 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.010 mol L^-1 s^-1,0.060 mol L^-1 s^-1,0.020 mol L^-1 s^-1,0.040 mol L^-1 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.02 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.020 mol L^-1 s^-1,0.040 mol L^-1 s^-1,0.007 mol L^-1 s^-1,0.060 mol L^-1 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.05 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.150 mol L^-1 s^-1,0.050 mol L^-1 s^-1,0.100 mol L^-1 s^-1,0.025 mol L^-1 s^-1,C,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.05 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.017 mol L^-1 s^-1,0.150 mol L^-1 s^-1,0.100 mol L^-1 s^-1,0.050 mol L^-1 s^-1,B,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.1 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.300 mol L^-1 s^-1,0.050 mol L^-1 s^-1,0.100 mol L^-1 s^-1,0.200 mol L^-1 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.1 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.300 mol L^-1 s^-1,0.200 mol L^-1 s^-1,0.100 mol L^-1 s^-1,0.033 mol L^-1 s^-1,A,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), the rate of disappearance of N2 is 0.2 mol L^-1 s^-1. What is the rate of appearance of NH3?",0.400 mol L^-1 s^-1,0.100 mol L^-1 s^-1,0.200 mol L^-1 s^-1,0.600 mol L^-1 s^-1,A,moderate
12,Chemistry,Chemical Kinetics,"For the reaction N2(g) + 3H2(g) -> 2NH3(g), if the rate of disappearance of N2 is 0.2 mol L^-1 s^-1, what is the rate of disappearance of H2?",0.400 mol L^-1 s^-1,0.600 mol L^-1 s^-1,0.200 mol L^-1 s^-1,0.067 mol L^-1 s^-1,B,moderate
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0015 s^-1. What is the overall order of the reaction?,First order,Zero order,Third order,Second order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0002 s^-1. What is the overall order of the reaction?,Zero order,Third order,First order,Second order,C,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 3.5e-05 s^-1. What is the overall order of the reaction?,Second order,Zero order,Third order,First order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.04 s^-1. What is the overall order of the reaction?,Zero order,Third order,Second order,First order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.00055 s^-1. What is the overall order of the reaction?,Second order,First order,Third order,Zero order,B,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0015 min^-1. What is the overall order of the reaction?,Second order,Third order,Zero order,First order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0002 min^-1. What is the overall order of the reaction?,Zero order,First order,Second order,Third order,B,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 3.5e-05 min^-1. What is the overall order of the reaction?,Third order,Second order,First order,Zero order,C,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.04 min^-1. What is the overall order of the reaction?,Third order,Second order,First order,Zero order,C,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.00055 min^-1. What is the overall order of the reaction?,Third order,First order,Second order,Zero order,B,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0015 mol L^-1 s^-1. What is the overall order of the reaction?,Second order,Third order,Zero order,First order,C,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0002 mol L^-1 s^-1. What is the overall order of the reaction?,Zero order,First order,Second order,Third order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 3.5e-05 mol L^-1 s^-1. What is the overall order of the reaction?,Zero order,Second order,Third order,First order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.04 mol L^-1 s^-1. What is the overall order of the reaction?,Zero order,Third order,First order,Second order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.00055 mol L^-1 s^-1. What is the overall order of the reaction?,Zero order,First order,Second order,Third order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0015 mol L^-1 min^-1. What is the overall order of the reaction?,Zero order,Second order,Third order,First order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0002 mol L^-1 min^-1. What is the overall order of the reaction?,Zero order,Second order,Third order,First order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 3.5e-05 mol L^-1 min^-1. What is the overall order of the reaction?,Second order,Third order,Zero order,First order,C,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.04 mol L^-1 min^-1. What is the overall order of the reaction?,First order,Third order,Zero order,Second order,C,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.00055 mol L^-1 min^-1. What is the overall order of the reaction?,Second order,Third order,First order,Zero order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0015 L mol^-1 s^-1. What is the overall order of the reaction?,Zero order,Third order,First order,Second order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0002 L mol^-1 s^-1. What is the overall order of the reaction?,Zero order,Third order,First order,Second order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 3.5e-05 L mol^-1 s^-1. What is the overall order of the reaction?,Third order,First order,Zero order,Second order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.04 L mol^-1 s^-1. What is the overall order of the reaction?,Second order,Third order,Zero order,First order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.00055 L mol^-1 s^-1. What is the overall order of the reaction?,First order,Third order,Zero order,Second order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0015 L mol^-1 min^-1. What is the overall order of the reaction?,Third order,First order,Zero order,Second order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0002 L mol^-1 min^-1. What is the overall order of the reaction?,Third order,Second order,Zero order,First order,B,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 3.5e-05 L mol^-1 min^-1. What is the overall order of the reaction?,Zero order,Third order,First order,Second order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.04 L mol^-1 min^-1. What is the overall order of the reaction?,Third order,First order,Zero order,Second order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.00055 L mol^-1 min^-1. What is the overall order of the reaction?,Second order,First order,Third order,Zero order,A,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0015 L^2 mol^-2 s^-1. What is the overall order of the reaction?,Second order,First order,Zero order,Third order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.0002 L^2 mol^-2 s^-1. What is the overall order of the reaction?,First order,Third order,Zero order,Second order,B,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 3.5e-05 L^2 mol^-2 s^-1. What is the overall order of the reaction?,Zero order,Second order,First order,Third order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.04 L^2 mol^-2 s^-1. What is the overall order of the reaction?,First order,Second order,Zero order,Third order,D,easy
12,Chemistry,Chemical Kinetics,The rate constant for a reaction is 0.00055 L^2 mol^-2 s^-1. What is the overall order of the reaction?,First order,Second order,Zero order,Third order,D,easy
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.001 s^-1. How long will it take for 50% of the reactant to be consumed?,1386.5 s,346.6 s,693.3 s,6932.7 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.001 s^-1. How long will it take for 75% of the reactant to be consumed?,1386.5 s,2773.1 s,693.3 s,13865.4 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.001 s^-1. How long will it take for 87.5% of the reactant to be consumed?,4159.6 s,2079.8 s,1039.9 s,20798.2 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.001 s^-1. How long will it take for 90% of the reactant to be consumed?,4606.0 s,23030.0 s,2303.0 s,1151.5 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.001 s^-1. How long will it take for 99% of the reactant to be consumed?,4606.0 s,46060.0 s,9212.0 s,2303.0 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.001 s^-1. How long will it take for 99.9% of the reactant to be consumed?,69090.0 s,13818.0 s,3454.5 s,6909.0 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.002 s^-1. How long will it take for 50% of the reactant to be consumed?,346.6 s,693.3 s,173.3 s,3466.4 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.002 s^-1. How long will it take for 75% of the reactant to be consumed?,6932.7 s,1386.5 s,346.6 s,693.3 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.002 s^-1. How long will it take for 87.5% of the reactant to be consumed?,10399.1 s,1039.9 s,2079.8 s,520.0 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.002 s^-1. How long will it take for 90% of the reactant to be consumed?,575.8 s,2303.0 s,1151.5 s,11515.0 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.002 s^-1. How long will it take for 99% of the reactant to be consumed?,1151.5 s,2303.0 s,23030.0 s,4606.0 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.002 s^-1. How long will it take for 99.9% of the reactant to be consumed?,34545.0 s,1727.3 s,6909.0 s,3454.5 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.005 s^-1. How long will it take for 50% of the reactant to be consumed?,138.7 s,277.3 s,69.3 s,1386.5 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.005 s^-1. How long will it take for 75% of the reactant to be consumed?,277.3 s,138.7 s,2773.1 s,554.6 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.005 s^-1. How long will it take for 87.5% of the reactant to be consumed?,831.9 s,4159.6 s,208.0 s,416.0 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.005 s^-1. How long will it take for 90% of the reactant to be consumed?,921.2 s,460.6 s,4606.0 s,230.3 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.005 s^-1. How long will it take for 99% of the reactant to be consumed?,1842.4 s,921.2 s,9212.0 s,460.6 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.005 s^-1. How long will it take for 99.9% of the reactant to be consumed?,1381.8 s,2763.6 s,13818.0 s,690.9 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.01 s^-1. How long will it take for 50% of the reactant to be consumed?,34.7 s,138.7 s,69.3 s,693.3 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.01 s^-1. How long will it take for 75% of the reactant to be consumed?,1386.5 s,277.3 s,138.7 s,69.3 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.01 s^-1. How long will it take for 87.5% of the reactant to be consumed?,104.0 s,416.0 s,208.0 s,2079.8 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.01 s^-1. How long will it take for 90% of the reactant to be consumed?,460.6 s,2303.0 s,115.1 s,230.3 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.01 s^-1. How long will it take for 99% of the reactant to be consumed?,921.2 s,460.6 s,4606.0 s,230.3 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.01 s^-1. How long will it take for 99.9% of the reactant to be consumed?,1381.8 s,6909.0 s,345.5 s,690.9 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.02 s^-1. How long will it take for 50% of the reactant to be consumed?,69.3 s,346.6 s,34.7 s,17.3 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.02 s^-1. How long will it take for 75% of the reactant to be consumed?,69.3 s,34.7 s,693.3 s,138.7 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.02 s^-1. How long will it take for 87.5% of the reactant to be consumed?,104.0 s,52.0 s,208.0 s,1039.9 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.02 s^-1. How long will it take for 90% of the reactant to be consumed?,115.1 s,230.3 s,1151.5 s,57.6 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.02 s^-1. How long will it take for 99% of the reactant to be consumed?,2303.0 s,115.1 s,230.3 s,460.6 s,C,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.02 s^-1. How long will it take for 99.9% of the reactant to be consumed?,3454.5 s,345.5 s,690.9 s,172.7 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.05 s^-1. How long will it take for 50% of the reactant to be consumed?,6.9 s,13.9 s,27.7 s,138.7 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.05 s^-1. How long will it take for 75% of the reactant to be consumed?,27.7 s,13.9 s,55.5 s,277.3 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.05 s^-1. How long will it take for 87.5% of the reactant to be consumed?,416.0 s,41.6 s,20.8 s,83.2 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.05 s^-1. How long will it take for 90% of the reactant to be consumed?,46.1 s,92.1 s,23.0 s,460.6 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.05 s^-1. How long will it take for 99% of the reactant to be consumed?,92.1 s,184.2 s,921.2 s,46.1 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.05 s^-1. How long will it take for 99.9% of the reactant to be consumed?,138.2 s,69.1 s,1381.8 s,276.4 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.1 s^-1. How long will it take for 50% of the reactant to be consumed?,13.9 s,3.5 s,69.3 s,6.9 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.1 s^-1. How long will it take for 75% of the reactant to be consumed?,6.9 s,138.7 s,27.7 s,13.9 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.1 s^-1. How long will it take for 87.5% of the reactant to be consumed?,20.8 s,208.0 s,10.4 s,41.6 s,A,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.1 s^-1. How long will it take for 90% of the reactant to be consumed?,11.5 s,46.1 s,230.3 s,23.0 s,D,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.1 s^-1. How long will it take for 99% of the reactant to be consumed?,23.0 s,46.1 s,92.1 s,460.6 s,B,hard
12,Chemistry,Chemical Kinetics,A first order reaction has a rate constant k = 0.1 s^-1. How long will it take for 99.9% of the reactant to be consumed?,690.9 s,138.2 s,69.1 s,34.5 s,C,hard
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.001 s^-1.,1386.0 s,346.5 s,693.0 s,1000.0 s,C,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.002 s^-1.,500.0 s,346.5 s,173.2 s,693.0 s,B,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.003 s^-1.,333.3 s,115.5 s,462.0 s,231.0 s,D,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.004 s^-1.,173.2 s,86.6 s,250.0 s,346.5 s,A,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.005 s^-1.,138.6 s,277.2 s,200.0 s,69.3 s,A,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.01 s^-1.,138.6 s,34.6 s,100.0 s,69.3 s,D,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.02 s^-1.,34.6 s,17.3 s,50.0 s,69.3 s,A,moderate
