Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Chemistry,Solutions,Solutions which show a large positive deviation from Raoult's law form:,Minimum boiling azeotropes,Maximum boiling azeotropes,Ideal azeotropes,Solid solutions,A,hard
12,Chemistry,Solutions,Nitric acid and water form a:,Minimum boiling azeotrope,Maximum boiling azeotrope,Ideal solution,Colloidal dispersion,B,hard
12,Chemistry,Solutions,Colligative properties depend on the:,Nature of the solute particles,Number of solute particles,Physical state of the solvent,Nature of the solvent particles,B,easy
12,Chemistry,Solutions,Which of the following is NOT a colligative property?,Relative lowering of vapor pressure,Elevation of boiling point,Depression of freezing point,Refractive index,D,moderate
12,Chemistry,Solutions,The relative lowering of vapor pressure of an ideal solution containing a non-volatile solute is equal to the:,Mole fraction of the solvent,Mole fraction of the solute,Molality of the solution,Molarity of the solution,B,moderate
12,Chemistry,Solutions,The boiling point of a solvent containing a non-volatile solute:,Is elevated,Is depressed,Remains unchanged,Fluctuates,A,easy
12,Chemistry,Solutions,The freezing point of a solvent containing a non-volatile solute:,Is elevated,Is depressed,Remains unchanged,Fluctuates,B,easy
12,Chemistry,Solutions,The phenomenon of flow of solvent molecules through a semipermeable membrane from pure solvent to the solution is called:,Diffusion,Osmosis,Reverse osmosis,Plasmolysis,B,easy
12,Chemistry,Solutions,The pressure that just stops the flow of solvent during osmosis is called:,Vapor pressure,Atmospheric pressure,Osmotic pressure,Hydrostatic pressure,C,easy
12,Chemistry,Solutions,"For calculating molar mass of polymers and proteins, the preferred colligative property is:",Elevation in boiling point,Depression in freezing point,Relative lowering of vapor pressure,Osmotic pressure,D,moderate
12,Chemistry,Solutions,Two solutions having same osmotic pressure at a given temperature are called:,Isotonic solutions,Hypertonic solutions,Hypotonic solutions,Azeotropic solutions,A,easy
12,Chemistry,Solutions,"If a solution has a higher osmotic pressure than some other solution, it is known as:",Isotonic,Hypotonic,Hypertonic,Saturated,C,moderate
12,Chemistry,Solutions,The process used in the desalination of sea water is:,Osmosis,Reverse osmosis,Dialysis,Distillation,B,easy
12,Chemistry,Solutions,"To account for the extent of dissociation or association of molecules in solution, van't Hoff introduced a factor 'i'. For a solute that undergoes complete dissociation, 'i' is:",Equal to 1,Less than 1,Greater than 1,Zero,C,moderate
12,Chemistry,Solutions,"For a solute that associates in solution (like acetic acid in benzene), the van't Hoff factor 'i' is:",Greater than 1,Less than 1,Equal to 1,Zero,B,moderate
12,Chemistry,Solutions,Fill in the blank: A solution containing two components is called a ________ solution.,Ternary,Quaternary,Complex,Binary,D,moderate
12,Chemistry,Solutions,"Fill in the blank: In an amalgam of mercury with sodium, the solvent is ________.",Mercury,Amalgam,Sodium,Water,C,moderate
12,Chemistry,Solutions,Fill in the blank: Mass percentage of a component is the mass of the component in the solution divided by total mass of the solution multiplied by ________.,100,10^6,10,1000,A,moderate
12,Chemistry,Solutions,Fill in the blank: Parts per million (ppm) is used to express concentration when a solute is present in ________ quantities.,Trace,Moderate,Large,Equal,A,moderate
12,Chemistry,Solutions,Fill in the blank: Molarity ________ with an increase in temperature because volume depends on temperature.,Decreases,Increases,Fluctuates,Remains constant,A,moderate
12,Chemistry,Solutions,Fill in the blank: The solubility of a gas in a liquid generally ________ with a rise in temperature.,First increases then decreases,Increases,Decreases,Remains constant,C,moderate
12,Chemistry,Solutions,Fill in the blank: Ebullioscopic constant is also known as molal ________ constant.,Depression,Elevation,Osmotic,Lowering,B,moderate
12,Chemistry,Solutions,Fill in the blank: Cryoscopic constant is also known as molal ________ constant.,Elevation,Osmotic,Depression,Lowering,C,moderate
12,Chemistry,Solutions,Fill in the blank: A semipermeable membrane allows the passage of only ________ molecules.,Macromolecular,Solute,Colloidal,Solvent,D,moderate
12,Chemistry,Solutions,"Fill in the blank: When red blood cells are placed in a 0.9% (mass/volume) sodium chloride solution, they remain normal because the solution is ________.",Isotonic,Hypotonic,Hypertonic,Azeotropic,A,moderate
12,Chemistry,Solutions,Consider the statement: 'Molarity changes with temperature.'. Which of the following is correct?,The statement is completely incorrect.,Data insufficient.,The statement is only partially correct.,The statement is completely correct.,D,neet
12,Chemistry,Solutions,Consider the statement: 'Molality changes with temperature.'. Which of the following is correct?,The statement is completely correct.,The statement is completely incorrect.,The statement is only partially correct.,Data insufficient.,B,neet
12,Chemistry,Solutions,Consider the statement: 'Henry's law is applicable only to ideal gases at low pressure and high temperature.'. Which of the following is correct?,The statement is only partially correct.,The statement is completely incorrect.,Data insufficient.,The statement is completely correct.,D,neet
12,Chemistry,Solutions,Consider the statement: 'Raoult's law is a special case of Henry's law.'. Which of the following is correct?,The statement is only partially correct.,The statement is completely incorrect.,Data insufficient.,The statement is completely correct.,D,neet
12,Chemistry,Solutions,Consider the statement: 'Azeotropes can be separated by fractional distillation.'. Which of the following is correct?,The statement is completely incorrect.,The statement is only partially correct.,Data insufficient.,The statement is completely correct.,A,neet
12,Chemistry,Solutions,Consider the statement: 'The addition of a non-volatile solute increases the vapor pressure of the solvent.'. Which of the following is correct?,The statement is completely correct.,The statement is only partially correct.,Data insufficient.,The statement is completely incorrect.,D,neet
12,Chemistry,Solutions,Consider the statement: 'Osmotic pressure is a colligative property.'. Which of the following is correct?,Data insufficient.,The statement is completely correct.,The statement is completely incorrect.,The statement is only partially correct.,B,neet
12,Chemistry,Solutions,Consider the statement: 'Reverse osmosis occurs when a pressure larger than the osmotic pressure is applied to the solution side.'. Which of the following is correct?,The statement is completely correct.,The statement is only partially correct.,Data insufficient.,The statement is completely incorrect.,A,neet
12,Chemistry,Solutions,Consider the statement: 'The van't Hoff factor for NaCl (assuming complete dissociation) is 2.'. Which of the following is correct?,The statement is completely correct.,The statement is only partially correct.,Data insufficient.,The statement is completely incorrect.,A,neet
12,Chemistry,Solutions,Consider the statement: 'The van't Hoff factor for glucose in water is greater than 1.'. Which of the following is correct?,Data insufficient.,The statement is completely correct.,The statement is completely incorrect.,The statement is only partially correct.,C,neet
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,0.250 M,0.050 M,0.500 M,1.000 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,0.167 M,0.667 M,0.033 M,0.333 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,0.500 M,0.025 M,0.250 M,0.125 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,0.200 M,0.400 M,0.100 M,0.020 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,0.017 M,0.083 M,0.167 M,0.333 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,0.100 M,0.050 M,0.010 M,0.200 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.005 M,0.050 M,0.100 M,0.025 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,2.000 M,0.100 M,0.500 M,1.000 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,0.667 M,0.067 M,1.333 M,0.333 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,0.050 M,0.500 M,1.000 M,0.250 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,0.400 M,0.800 M,0.200 M,0.040 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,0.333 M,0.667 M,0.167 M,0.033 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,0.200 M,0.100 M,0.020 M,0.400 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.200 M,0.010 M,0.050 M,0.100 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,1.250 M,0.625 M,0.125 M,2.500 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,0.417 M,1.667 M,0.833 M,0.083 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,1.250 M,0.312 M,0.625 M,0.062 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,0.250 M,0.500 M,1.000 M,0.050 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,0.208 M,0.042 M,0.833 M,0.417 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,0.125 M,0.025 M,0.500 M,0.250 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.013 M,0.125 M,0.250 M,0.062 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,2.500 M,0.250 M,5.000 M,1.250 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,3.333 M,0.833 M,0.167 M,1.667 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,2.500 M,0.625 M,0.125 M,1.250 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,1.000 M,0.500 M,0.100 M,2.000 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,1.667 M,0.417 M,0.083 M,0.833 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,0.250 M,1.000 M,0.500 M,0.050 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.500 M,0.025 M,0.250 M,0.125 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,7.500 M,1.875 M,0.375 M,3.750 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,0.250 M,2.500 M,1.250 M,5.000 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,0.938 M,3.750 M,0.188 M,1.875 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,1.500 M,0.750 M,0.150 M,3.000 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,0.125 M,0.625 M,2.500 M,1.250 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,0.750 M,0.075 M,0.375 M,1.500 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.037 M,0.750 M,0.188 M,0.375 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,0.500 M,5.000 M,2.500 M,10.000 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,3.333 M,0.333 M,1.667 M,6.667 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,1.250 M,2.500 M,5.000 M,0.250 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,1.000 M,2.000 M,0.200 M,4.000 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,1.667 M,0.833 M,3.333 M,0.167 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,1.000 M,0.500 M,2.000 M,0.100 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.050 M,0.250 M,1.000 M,0.500 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,0.625 M,3.125 M,6.250 M,12.500 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,8.333 M,0.417 M,2.083 M,4.167 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,3.125 M,0.312 M,1.562 M,6.250 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,2.500 M,0.250 M,1.250 M,5.000 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,4.167 M,2.083 M,1.042 M,0.208 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,0.625 M,1.250 M,2.500 M,0.125 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,1.250 M,0.625 M,0.312 M,0.062 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,0.750 M,15.000 M,3.750 M,7.500 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,5.000 M,10.000 M,2.500 M,0.500 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,3.750 M,7.500 M,0.375 M,1.875 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,0.300 M,1.500 M,6.000 M,3.000 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,5.000 M,1.250 M,0.250 M,2.500 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,0.750 M,3.000 M,1.500 M,0.150 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.375 M,0.075 M,0.750 M,1.500 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,1.000 M,5.000 M,20.000 M,10.000 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,0.667 M,3.333 M,6.667 M,13.333 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,0.500 M,5.000 M,2.500 M,10.000 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,0.400 M,2.000 M,4.000 M,8.000 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,3.333 M,6.667 M,1.667 M,0.333 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,4.000 M,2.000 M,1.000 M,0.200 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.100 M,2.000 M,0.500 M,1.000 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) dissolved in 100 mL of solution.,25.000 M,1.250 M,12.500 M,6.250 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) dissolved in 150 mL of solution.,0.833 M,8.333 M,16.667 M,4.167 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) dissolved in 200 mL of solution.,12.500 M,3.125 M,6.250 M,0.625 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) dissolved in 250 mL of solution.,5.000 M,2.500 M,0.500 M,10.000 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) dissolved in 300 mL of solution.,2.083 M,8.333 M,4.167 M,0.417 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) dissolved in 500 mL of solution.,5.000 M,0.250 M,1.250 M,2.500 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) dissolved in 1000 mL of solution.,0.625 M,2.500 M,0.125 M,1.250 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of Urea (Molar mass = 60 g/mol) dissolved in 100 mL of solution.,0.167 M,0.667 M,0.033 M,0.333 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of Urea (Molar mass = 60 g/mol) dissolved in 150 mL of solution.,0.444 M,0.222 M,0.022 M,0.111 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of Urea (Molar mass = 60 g/mol) dissolved in 200 mL of solution.,0.167 M,0.017 M,0.083 M,0.333 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of Urea (Molar mass = 60 g/mol) dissolved in 250 mL of solution.,0.267 M,0.133 M,0.013 M,0.067 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of Urea (Molar mass = 60 g/mol) dissolved in 300 mL of solution.,0.011 M,0.222 M,0.111 M,0.056 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of Urea (Molar mass = 60 g/mol) dissolved in 500 mL of solution.,0.067 M,0.007 M,0.133 M,0.033 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 2 g of Urea (Molar mass = 60 g/mol) dissolved in 1000 mL of solution.,0.003 M,0.033 M,0.017 M,0.067 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of Urea (Molar mass = 60 g/mol) dissolved in 100 mL of solution.,0.333 M,0.667 M,0.067 M,1.333 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of Urea (Molar mass = 60 g/mol) dissolved in 150 mL of solution.,0.044 M,0.444 M,0.889 M,0.222 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of Urea (Molar mass = 60 g/mol) dissolved in 200 mL of solution.,0.667 M,0.333 M,0.167 M,0.033 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of Urea (Molar mass = 60 g/mol) dissolved in 250 mL of solution.,0.267 M,0.533 M,0.027 M,0.133 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of Urea (Molar mass = 60 g/mol) dissolved in 300 mL of solution.,0.444 M,0.111 M,0.222 M,0.022 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of Urea (Molar mass = 60 g/mol) dissolved in 500 mL of solution.,0.067 M,0.013 M,0.133 M,0.267 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 4 g of Urea (Molar mass = 60 g/mol) dissolved in 1000 mL of solution.,0.033 M,0.067 M,0.133 M,0.007 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of Urea (Molar mass = 60 g/mol) dissolved in 100 mL of solution.,0.417 M,0.833 M,1.667 M,0.083 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of Urea (Molar mass = 60 g/mol) dissolved in 150 mL of solution.,0.278 M,0.556 M,1.111 M,0.056 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of Urea (Molar mass = 60 g/mol) dissolved in 200 mL of solution.,0.042 M,0.208 M,0.417 M,0.833 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of Urea (Molar mass = 60 g/mol) dissolved in 250 mL of solution.,0.033 M,0.167 M,0.333 M,0.667 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of Urea (Molar mass = 60 g/mol) dissolved in 300 mL of solution.,0.556 M,0.278 M,0.028 M,0.139 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of Urea (Molar mass = 60 g/mol) dissolved in 500 mL of solution.,0.333 M,0.083 M,0.167 M,0.017 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 5 g of Urea (Molar mass = 60 g/mol) dissolved in 1000 mL of solution.,0.083 M,0.167 M,0.042 M,0.008 M,A,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of Urea (Molar mass = 60 g/mol) dissolved in 100 mL of solution.,0.167 M,1.667 M,3.333 M,0.833 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of Urea (Molar mass = 60 g/mol) dissolved in 150 mL of solution.,0.556 M,0.111 M,1.111 M,2.222 M,C,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of Urea (Molar mass = 60 g/mol) dissolved in 200 mL of solution.,0.417 M,0.083 M,1.667 M,0.833 M,D,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of Urea (Molar mass = 60 g/mol) dissolved in 250 mL of solution.,0.067 M,0.667 M,0.333 M,1.333 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of Urea (Molar mass = 60 g/mol) dissolved in 300 mL of solution.,0.056 M,0.556 M,1.111 M,0.278 M,B,moderate
12,Chemistry,Solutions,Calculate the molarity of a solution containing 10 g of Urea (Molar mass = 60 g/mol) dissolved in 500 mL of solution.,0.167 M,0.333 M,0.667 M,0.033 M,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,0.500 m,10.000 m,0.00100 m,1.000 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,0.500 m,0.00050 m,5.000 m,0.250 m,A,moderate
