Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Physics,Electrostatic Potential and Capacitance,"If a dielectric slab of thickness equal to the plate separation is introduced between the plates of a capacitor, the capacitance becomes:",K times the original,1/K times the original,Zero,Infinite,A,moderate
12,Physics,Electrostatic Potential and Capacitance,The electric potential due to an electric dipole at an equatorial point is:,Maximum,Minimum,Zero,Infinity,C,easy
12,Physics,Electrostatic Potential and Capacitance,The electric potential due to a point charge varies with distance r as:,1/r,1/r^2,r,1/r^3,A,easy
12,Physics,Electrostatic Potential and Capacitance,The electric potential due to a short electric dipole varies with distance r as:,1/r,1/r^2,r,1/r^3,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A molecule in which the center of positive charge coincides with the center of negative charge is called:,Polar molecule,Non-polar molecule,Dipole,Ion,B,easy
12,Physics,Electrostatic Potential and Capacitance,Which of the following is an example of a polar molecule?,H2,O2,N2,H2O,D,easy
12,Physics,Electrostatic Potential and Capacitance,The maximum electric field that a dielectric medium can withstand without breakdown is called its:,Dielectric constant,Dielectric strength,Polarization,Permittivity,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Equipotential surfaces:,Can intersect each other,Never intersect each other,Intersect at 90 degrees,Intersect at 45 degrees,B,easy
12,Physics,Electrostatic Potential and Capacitance,"Two copper spheres of the same radius, one hollow and the other solid, are charged to the same potential. Which will hold more charge?",Hollow sphere,Solid sphere,Both will hold the same charge,Cannot be determined,C,hard
12,Physics,Electrostatic Potential and Capacitance,Fill in the blank: The electrostatic potential energy of a system of two charges is directly proportional to the product of charges and inversely proportional to the ________.,Distance between them,Square of distance between them,Permittivity,Electric field,A,moderate
12,Physics,Electrostatic Potential and Capacitance,"Fill in the blank: In a uniform electric field, a dipole experiences maximum torque when the angle between dipole moment and electric field is ________ degrees.",180,45,90,0,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Fill in the blank: The potential energy of a dipole in an external electric field is minimum when it is aligned ________ to the field.,Perpendicular,Antiparallel,At 45 degrees,Parallel,D,moderate
12,Physics,Electrostatic Potential and Capacitance,"Fill in the blank: Inside a static conductor, the electric field is ________.",Zero,Infinite,Constant but non-zero,Maximum,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Fill in the blank: The surface of a charged conductor in electrostatic equilibrium is an ________ surface.,Equipotential,Isobaric,Isothermal,Insulating,A,moderate
12,Physics,Electrostatic Potential and Capacitance,"Fill in the blank: When a capacitor is charged by a battery and then disconnected, the ________ remains constant.",Potential difference,Charge,Electric field,Capacitance,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Fill in the blank: The net dipole moment of a non-polar dielectric in the absence of an external electric field is ________.,Zero,Maximum,Infinite,Negative,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Consider the statement: 'Work done by the electrostatic force in moving a charge in a closed loop is always zero.'. Which of the following is correct?,The statement is only partially correct.,Data insufficient.,The statement is completely incorrect.,The statement is completely correct.,D,neet
12,Physics,Electrostatic Potential and Capacitance,Consider the statement: 'Electric potential is a vector quantity.'. Which of the following is correct?,The statement is only partially correct.,Data insufficient.,The statement is completely incorrect.,The statement is completely correct.,C,neet
12,Physics,Electrostatic Potential and Capacitance,Consider the statement: 'The capacitance of a parallel plate capacitor depends on the charge given to it.'. Which of the following is correct?,The statement is only partially correct.,Data insufficient.,The statement is completely correct.,The statement is completely incorrect.,D,neet
12,Physics,Electrostatic Potential and Capacitance,Consider the statement: 'Dielectric constant is a dimensionless quantity.'. Which of the following is correct?,The statement is only partially correct.,The statement is completely correct.,Data insufficient.,The statement is completely incorrect.,B,neet
12,Physics,Electrostatic Potential and Capacitance,Consider the statement: 'Two equipotential surfaces can intersect if the electric field is non-uniform.'. Which of the following is correct?,The statement is completely incorrect.,Data insufficient.,The statement is only partially correct.,The statement is completely correct.,A,neet
12,Physics,Electrostatic Potential and Capacitance,Consider the statement: 'The earth is generally considered to be at zero potential.'. Which of the following is correct?,The statement is completely correct.,The statement is only partially correct.,The statement is completely incorrect.,Data insufficient.,A,neet
12,Physics,Electrostatic Potential and Capacitance,Consider the statement: 'A capacitor blocks DC but allows AC to pass.'. Which of the following is correct?,The statement is completely incorrect.,Data insufficient.,The statement is completely correct.,The statement is only partially correct.,C,neet
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +1 µC.,9.00e+03 V,9.00e+05 V,9.00e+04 V,4.50e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +1 µC.,2.25e+04 V,2.25e+05 V,4.50e+04 V,9.00e+03 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +1 µC.,1.00e+05 V,3.00e+04 V,1.50e+04 V,9.00e+03 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +1 µC.,9.00e+03 V,1.12e+04 V,2.25e+04 V,5.62e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +1 µC.,9.00e+03 V,1.80e+04 V,9.00e+03 V,3.60e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +1 µC.,2.50e+04 V,9.00e+03 V,1.50e+04 V,7.50e+03 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +1 µC.,1.41e+04 V,9.00e+03 V,5.62e+03 V,1.12e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +1 µC.,9.00e+03 V,9.00e+03 V,4.50e+03 V,9.00e+03 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +1 µC.,3.00e+03 V,6.00e+03 V,9.00e+03 V,4.00e+03 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +1 µC.,4.50e+03 V,2.25e+03 V,9.00e+03 V,2.25e+03 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +2 µC.,1.80e+04 V,1.80e+06 V,9.00e+04 V,1.80e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +2 µC.,4.50e+05 V,4.50e+04 V,1.80e+04 V,9.00e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +2 µC.,3.00e+04 V,2.00e+05 V,6.00e+04 V,1.80e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +2 µC.,1.12e+05 V,1.80e+04 V,2.25e+04 V,4.50e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +2 µC.,1.80e+04 V,7.20e+04 V,3.60e+04 V,1.80e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +2 µC.,5.00e+04 V,1.50e+04 V,1.80e+04 V,3.00e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +2 µC.,1.80e+04 V,2.25e+04 V,1.12e+04 V,2.81e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +2 µC.,1.80e+04 V,1.80e+04 V,9.00e+03 V,1.80e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +2 µC.,6.00e+03 V,8.00e+03 V,1.80e+04 V,1.20e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +2 µC.,4.50e+03 V,4.50e+03 V,1.80e+04 V,9.00e+03 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +3 µC.,2.70e+06 V,2.70e+05 V,1.35e+05 V,2.70e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +3 µC.,2.70e+04 V,1.35e+05 V,6.75e+05 V,6.75e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +3 µC.,9.00e+04 V,2.70e+04 V,3.00e+05 V,4.50e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +3 µC.,2.70e+04 V,3.38e+04 V,1.69e+05 V,6.75e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +3 µC.,2.70e+04 V,1.08e+05 V,5.40e+04 V,2.70e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +3 µC.,4.50e+04 V,7.50e+04 V,2.25e+04 V,2.70e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +3 µC.,4.22e+04 V,1.69e+04 V,3.38e+04 V,2.70e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +3 µC.,1.35e+04 V,2.70e+04 V,2.70e+04 V,2.70e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +3 µC.,1.80e+04 V,1.20e+04 V,2.70e+04 V,9.00e+03 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +3 µC.,1.35e+04 V,2.70e+04 V,6.75e+03 V,6.75e+03 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +4 µC.,3.60e+06 V,3.60e+05 V,3.60e+04 V,1.80e+05 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +4 µC.,3.60e+04 V,9.00e+04 V,1.80e+05 V,9.00e+05 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +4 µC.,3.60e+04 V,4.00e+05 V,6.00e+04 V,1.20e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +4 µC.,2.25e+05 V,3.60e+04 V,4.50e+04 V,9.00e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +4 µC.,7.20e+04 V,3.60e+04 V,1.44e+05 V,3.60e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +4 µC.,3.60e+04 V,3.00e+04 V,1.00e+05 V,6.00e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +4 µC.,5.62e+04 V,4.50e+04 V,3.60e+04 V,2.25e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +4 µC.,3.60e+04 V,3.60e+04 V,1.80e+04 V,3.60e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +4 µC.,1.60e+04 V,2.40e+04 V,1.20e+04 V,3.60e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +4 µC.,9.00e+03 V,1.80e+04 V,9.00e+03 V,3.60e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +5 µC.,2.25e+05 V,4.50e+06 V,4.50e+05 V,4.50e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +5 µC.,2.25e+05 V,4.50e+04 V,1.12e+05 V,1.12e+06 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +5 µC.,7.50e+04 V,1.50e+05 V,5.00e+05 V,4.50e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +5 µC.,4.50e+04 V,1.12e+05 V,2.81e+05 V,5.62e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +5 µC.,9.00e+04 V,4.50e+04 V,4.50e+04 V,1.80e+05 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +5 µC.,3.75e+04 V,7.50e+04 V,4.50e+04 V,1.25e+05 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +5 µC.,5.62e+04 V,4.50e+04 V,2.81e+04 V,7.03e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +5 µC.,4.50e+04 V,2.25e+04 V,4.50e+04 V,4.50e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +5 µC.,1.50e+04 V,2.00e+04 V,4.50e+04 V,3.00e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +5 µC.,1.12e+04 V,4.50e+04 V,1.12e+04 V,2.25e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +6 µC.,5.40e+05 V,2.70e+05 V,5.40e+06 V,5.40e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +6 µC.,1.35e+06 V,1.35e+05 V,5.40e+04 V,2.70e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +6 µC.,6.00e+05 V,9.00e+04 V,5.40e+04 V,1.80e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +6 µC.,3.38e+05 V,1.35e+05 V,6.75e+04 V,5.40e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +6 µC.,2.16e+05 V,1.08e+05 V,5.40e+04 V,5.40e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +6 µC.,9.00e+04 V,5.40e+04 V,1.50e+05 V,4.50e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +6 µC.,8.44e+04 V,6.75e+04 V,5.40e+04 V,3.38e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +6 µC.,5.40e+04 V,2.70e+04 V,5.40e+04 V,5.40e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +6 µC.,2.40e+04 V,5.40e+04 V,3.60e+04 V,1.80e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +6 µC.,1.35e+04 V,5.40e+04 V,2.70e+04 V,1.35e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +7 µC.,3.15e+05 V,6.30e+05 V,6.30e+06 V,6.30e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +7 µC.,3.15e+05 V,1.58e+06 V,6.30e+04 V,1.58e+05 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +7 µC.,6.30e+04 V,7.00e+05 V,2.10e+05 V,1.05e+05 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +7 µC.,3.94e+05 V,6.30e+04 V,7.88e+04 V,1.58e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +7 µC.,1.26e+05 V,2.52e+05 V,6.30e+04 V,6.30e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +7 µC.,1.05e+05 V,5.25e+04 V,6.30e+04 V,1.75e+05 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +7 µC.,7.88e+04 V,6.30e+04 V,3.94e+04 V,9.84e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +7 µC.,6.30e+04 V,6.30e+04 V,6.30e+04 V,3.15e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +7 µC.,2.80e+04 V,4.20e+04 V,6.30e+04 V,2.10e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +7 µC.,6.30e+04 V,1.58e+04 V,3.15e+04 V,1.58e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +8 µC.,3.60e+05 V,7.20e+04 V,7.20e+05 V,7.20e+06 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +8 µC.,1.80e+06 V,7.20e+04 V,1.80e+05 V,3.60e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +8 µC.,7.20e+04 V,1.20e+05 V,8.00e+05 V,2.40e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +8 µC.,9.00e+04 V,1.80e+05 V,4.50e+05 V,7.20e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +8 µC.,1.44e+05 V,7.20e+04 V,2.88e+05 V,7.20e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +8 µC.,7.20e+04 V,1.20e+05 V,2.00e+05 V,6.00e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +8 µC.,7.20e+04 V,4.50e+04 V,1.12e+05 V,9.00e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +8 µC.,7.20e+04 V,7.20e+04 V,3.60e+04 V,7.20e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +8 µC.,2.40e+04 V,3.20e+04 V,4.80e+04 V,7.20e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +8 µC.,3.60e+04 V,7.20e+04 V,1.80e+04 V,1.80e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +9 µC.,8.10e+04 V,8.10e+05 V,8.10e+06 V,4.05e+05 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +9 µC.,2.02e+06 V,2.02e+05 V,4.05e+05 V,8.10e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +9 µC.,8.10e+04 V,9.00e+05 V,2.70e+05 V,1.35e+05 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +9 µC.,2.02e+05 V,5.06e+05 V,1.01e+05 V,8.10e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +9 µC.,3.24e+05 V,8.10e+04 V,1.62e+05 V,8.10e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +9 µC.,8.10e+04 V,6.75e+04 V,2.25e+05 V,1.35e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +9 µC.,5.06e+04 V,8.10e+04 V,1.27e+05 V,1.01e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +9 µC.,4.05e+04 V,8.10e+04 V,8.10e+04 V,8.10e+04 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +9 µC.,2.70e+04 V,8.10e+04 V,5.40e+04 V,3.60e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +9 µC.,8.10e+04 V,2.02e+04 V,4.05e+04 V,2.02e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +10 µC.,9.00e+06 V,4.50e+05 V,9.00e+04 V,9.00e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +10 µC.,4.50e+05 V,2.25e+05 V,9.00e+04 V,2.25e+06 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +10 µC.,1.00e+06 V,3.00e+05 V,9.00e+04 V,1.50e+05 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.4 m from a point charge of +10 µC.,1.12e+05 V,2.25e+05 V,9.00e+04 V,5.62e+05 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.5 m from a point charge of +10 µC.,3.60e+05 V,9.00e+04 V,1.80e+05 V,9.00e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.6 m from a point charge of +10 µC.,7.50e+04 V,1.50e+05 V,9.00e+04 V,2.50e+05 V,B,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.8 m from a point charge of +10 µC.,9.00e+04 V,5.62e+04 V,1.12e+05 V,1.41e+05 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.0 m from a point charge of +10 µC.,9.00e+04 V,9.00e+04 V,4.50e+04 V,9.00e+04 V,A,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 1.5 m from a point charge of +10 µC.,4.00e+04 V,9.00e+04 V,3.00e+04 V,6.00e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 2.0 m from a point charge of +10 µC.,2.25e+04 V,2.25e+04 V,9.00e+04 V,4.50e+04 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.1 m from a point charge of +11 µC.,9.90e+04 V,9.90e+06 V,4.95e+05 V,9.90e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.2 m from a point charge of +11 µC.,2.48e+06 V,9.90e+04 V,2.48e+05 V,4.95e+05 V,D,moderate
12,Physics,Electrostatic Potential and Capacitance,Calculate the electric potential at a distance of 0.3 m from a point charge of +11 µC.,1.65e+05 V,1.10e+06 V,3.30e+05 V,9.90e+04 V,C,moderate
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 0.1 m.,0.9000 J,0.0900 J,0.0090 J,0.1800 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 0.2 m.,0.0090 J,0.0900 J,0.0450 J,0.2250 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 0.3 m.,0.0600 J,0.0090 J,0.1000 J,0.0300 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 0.4 m.,0.0225 J,0.0450 J,0.0562 J,0.0090 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 0.5 m.,0.0360 J,0.0090 J,0.1884 J,0.0180 J,D,hard
